  run year index     sng      sdg      sdc       og       rt      pop     area    edges clusters    xmean    ymean      rad    slope  cl_size   diffus   spread    breed  slp_res  rd_grav   %urban    %road grw_rate leesalee  grw_pix 
  217 2020  3       1.00     1.60     0.00  4127.20    11.60 123267.60 123267.60 21606.80   827.00   212.25   203.42   198.08     0.81   147.60     1.21    90.61    30.20     1.00    61.34    99.69     0.00     3.36     0.41  4141.40 
  218 2007  1       2.40     2.00     0.00  5373.20    27.00 58850.00 58850.00 24447.80  2129.60   202.54   187.20   136.87     0.85    26.80     1.06    79.61    26.54    57.09    76.79    50.78     0.00     9.18     0.48  5404.60 
  218 2014  2       2.20     1.20     0.00  5029.00    19.20 96046.60 96046.60 23824.40  1282.40   208.07   193.50   174.85     0.82    74.00     1.14    85.36    28.45    14.67    81.03    81.08     0.00     5.26     0.39  5051.60 
  218 2020  3       1.00     1.60     0.00  4127.20    11.60 123267.60 123267.60 21606.80   827.00   212.25   203.42   198.08     0.81   147.60     1.21    90.61    30.20     1.00    86.34    99.69     0.00     3.36     0.41  4141.40 
  219 2007  1       2.40     2.00     0.00  5373.20    27.00 58850.00 58850.00 24447.80  2129.60   202.54   187.20   136.87     0.85    26.80     1.06    79.61    26.54    57.09   100.00    50.78     0.00     9.18     0.48  5404.60 
  219 2014  2       2.20     1.20     0.00  5029.00    19.20 96046.60 96046.60 23824.40  1282.40   208.07   193.50   174.85     0.82    74.00     1.14    85.36    28.45    14.67   100.00    81.08     0.00     5.26     0.39  5051.60 
  219 2020  3       1.00     1.60     0.00  4127.20    11.60 123267.60 123267.60 21606.80   827.00   212.25   203.42   198.08     0.81   147.60     1.21    90.61    30.20     1.00   100.00    99.69     0.00     3.36     0.41  4141.40 
  220 2007  1       2.40     1.20     0.00  5336.60    22.40 58241.20 58241.20 24365.60  2139.60   202.31   187.46   136.16     0.85    26.80     1.06    79.61    26.54    82.20     2.78    50.42     0.00     9.21     0.48  5362.60 
  220 2014  2       1.20     0.40     0.00  4940.60    19.80 94913.40 94913.40 23836.80  1313.60   207.47   193.05   173.82     0.82    71.20     1.14    85.36    28.45    40.14     6.99    80.37     0.00     5.23     0.39  4962.00 
  220 2020  3       1.60     0.40     0.00  4156.00    16.40 122100.80 122100.80 21733.40   849.60   211.67   202.71   197.14     0.81   142.40     1.21    90.61    30.20     1.00    12.25    98.95     0.00     3.42     0.41  4174.40 
  221 2007  1       2.80     1.20     0.00  5360.80    33.20 58270.00 58270.00 24566.00  2147.00   202.58   187.15   136.19     0.85    26.40     1.06    79.61    26.54    82.20    26.78    50.43     0.00     9.26     0.48  5398.00 
  221 2014  2       1.60     1.20     0.00  4997.20    24.20 95181.80 95181.80 23964.00  1303.00   207.67   193.30   174.06     0.82    72.00     1.14    85.36    28.45    40.08    30.99    80.54     0.00     5.28     0.39  5024.20 
  221 2020  3       1.20     0.40     0.00  4152.40    16.20 122467.60 122467.60 21760.40   874.20   211.84   203.09   197.44     0.81   138.60     1.21    90.61    30.20     1.00    36.27    99.18     0.00     3.41     0.41  4170.20 
  222 2007  1       2.20     1.60     0.00  5341.60    28.40 58383.00 58383.00 24509.40  2121.60   202.48   187.20   136.32     0.85    27.00     1.06    79.61    26.54    82.17    51.78    50.50     0.00     9.20     0.48  5373.80 
  222 2014  2       3.20     1.80     0.00  4960.60    24.60 95071.20 95071.20 23833.40  1287.80   207.90   193.34   173.96     0.82    72.80     1.14    85.36    28.45    40.05    55.99    80.47     0.00     5.25     0.39  4990.20 
  222 2020  3       1.60     2.40     0.00  4135.40    14.80 122324.80 122324.80 21742.00   863.40   212.05   203.11   197.33     0.81   140.00     1.21    90.61    30.20     1.00    61.27    99.09     0.00     3.40     0.41  4154.20 
  223 2007  1       3.60     1.60     0.00  5339.00    38.40 58207.80 58207.80 24431.00  2139.60   202.30   187.35   136.12     0.85    26.60     1.06    79.61    26.54    82.20    76.78    50.40     0.00     9.25     0.48  5382.60 
  223 2014  2       2.00     0.80     0.00  4958.40    31.40 94777.80 94777.80 23860.20  1300.60   207.67   193.37   173.69     0.82    72.00     1.14    85.36    28.45    40.18    80.98    80.28     0.00     5.27     0.39  4992.60 
  223 2020  3       2.00     2.40     0.00  4159.60    15.80 121986.40 121986.40 21748.20   842.40   211.93   203.00   197.05     0.81   143.20     1.21    90.61    30.20     1.00    86.24    98.88     0.00     3.43     0.41  4179.80 
  224 2007  1       3.60     1.60     0.00  5339.00    38.40 58207.80 58207.80 24431.00  2139.60   202.30   187.35   136.12     0.85    26.60     1.06    79.61    26.54    82.20   100.00    50.40     0.00     9.25     0.48  5382.60 
  224 2014  2       2.00     0.80     0.00  4958.40    31.40 94777.80 94777.80 23860.20  1300.60   207.67   193.37   173.69     0.82    72.00     1.14    85.36    28.45    40.18   100.00    80.28     0.00     5.27     0.39  4992.60 
  224 2020  3       2.00     2.40     0.00  4159.60    15.80 121986.40 121986.40 21748.20   842.40   211.93   203.00   197.05     0.81   143.20     1.21    90.61    30.20     1.00   100.00    98.88     0.00     3.43     0.41  4179.80 
  225 2007  1       3.00     0.40     0.00  6640.00    20.40 69550.20 69550.20 24408.00  1779.40   204.39   187.07   148.79     0.84    38.60     1.06   100.00    26.54     1.00     2.98    57.25     0.00     9.58     0.44  6663.80 
  225 2014  2       1.60     0.00     0.00  5000.20    17.00 109829.80 109829.80 22457.80  1018.00   209.94   197.45   186.98     0.81   106.80     1.14   100.00    28.45     1.00     7.76    89.78     0.00     4.57     0.36  5018.80 
  225 2020  3       0.80     0.40     0.00  3749.40     9.20 135349.00 135349.00 20054.80   658.40   213.86   207.89   207.56     0.80   203.80     1.21   100.00    30.20     1.00    13.57   107.37     0.00     2.78     0.40  3759.80 
  226 2007  1       2.60     0.80     0.00  6585.20    22.60 69365.60 69365.60 24451.60  1831.80   204.05   187.68   148.59     0.84    37.00     1.06   100.00    26.54     1.00    26.98    57.14     0.00     9.53     0.44  6611.20 
  226 2014  2       2.20     1.60     0.00  5032.60    20.00 109804.20 109804.20 22574.80  1023.80   209.91   198.03   186.95     0.81   106.20     1.14   100.00    28.45     1.00    31.75    89.77     0.00     4.60     0.36  5056.40 
  226 2020  3       1.60     1.20     0.00  3764.60     9.40 135530.00 135530.00 20109.40   667.60   213.87   208.39   207.70     0.80   201.40     1.21   100.00    30.20     1.00    37.57   107.49     0.00     2.79     0.40  3776.80 
  227 2007  1       2.60     0.00     0.00  6618.20    25.40 69461.00 69461.00 24494.40  1818.40   204.12   187.67   148.69     0.84    37.40     1.06   100.00    26.54     1.00    51.98    57.19     0.00     9.57     0.44  6646.20 
  227 2014  2       1.60     0.80     0.00  5046.00    23.00 109959.60 109959.60 22523.20  1029.20   209.82   198.08   187.09     0.81   105.40     1.14   100.00    28.45     1.00    56.76    89.87     0.00     4.61     0.36  5071.40 
  227 2020  3       1.40     0.00     0.00  3770.20     5.00 135623.60 135623.60 20056.00   665.60   213.60   208.38   207.77     0.80   201.80     1.21   100.00    30.20     1.00    62.58   107.55     0.00     2.78     0.40  3776.60 
  228 2007  1       2.60     0.00     0.00  6618.20    25.40 69461.00 69461.00 24494.40  1818.40   204.12   187.67   148.69     0.84    37.40     1.06   100.00    26.54     1.00    76.98    57.19     0.00     9.57     0.44  6646.20 
  228 2014  2       1.60     0.80     0.00  5046.00    23.00 109959.60 109959.60 22523.20  1029.20   209.82   198.08   187.09     0.81   105.40     1.14   100.00    28.45     1.00    81.76    89.87     0.00     4.61     0.36  5071.40 
  228 2020  3       1.40     0.00     0.00  3770.20     5.00 135623.60 135623.60 20056.00   665.60   213.60   208.38   207.77     0.80   201.80     1.21   100.00    30.20     1.00    87.58   107.55     0.00     2.78     0.40  3776.60 
  229 2007  1       2.60     0.00     0.00  6618.20    25.40 69461.00 69461.00 24494.40  1818.40   204.12   187.67   148.69     0.84    37.40     1.06   100.00    26.54     1.00   100.00    57.19     0.00     9.57     0.44  6646.20 
  229 2014  2       1.60     0.80     0.00  5046.00    23.00 109959.60 109959.60 22523.20  1029.20   209.82   198.08   187.09     0.81   105.40     1.14   100.00    28.45     1.00   100.00    89.87     0.00     4.61     0.36  5071.40 
  229 2020  3       1.40     0.00     0.00  3770.20     5.00 135623.60 135623.60 20056.00   665.60   213.60   208.38   207.77     0.80   201.80     1.21   100.00    30.20     1.00   100.00   107.55     0.00     2.78     0.40  3776.60 
  230 2007  1       2.40     1.20     0.00  6608.40    17.00 68965.60 68965.60 24382.80  1802.40   203.64   186.89   148.16     0.84    37.40     1.06   100.00    26.54     5.32     2.97    56.89     0.00     9.61     0.44  6629.00 
  230 2014  2       2.20     1.20     0.00  5040.40    12.40 109332.80 109332.80 22488.40  1017.80   209.57   197.28   186.55     0.81   106.20     1.14   100.00    28.45     1.00     7.72    89.47     0.00     4.62     0.36  5056.20 
  230 2020  3       1.20     0.80     0.00  3788.60    12.00 135064.40 135064.40 20101.60   674.80   213.56   207.71   207.35     0.80   198.20     1.21   100.00    30.20     1.00    13.52   107.19     0.00     2.82     0.40  3802.60 
  231 2007  1       2.80     1.40     0.00  6579.40    25.80 69090.80 69090.80 24478.60  1797.20   203.73   187.23   148.30     0.84    37.60     1.06   100.00    26.54     5.31    26.97    56.97     0.00     9.57     0.44  6609.40 
  231 2014  2       1.60     0.60     0.00  5074.40    23.00 109557.60 109557.60 22435.80   994.20   209.61   197.71   186.74     0.81   109.00     1.14   100.00    28.45     1.00    31.73    89.61     0.00     4.65     0.36  5099.60 
  231 2020  3       0.60     1.20     0.00  3746.00    14.80 135176.20 135176.20 20078.60   681.00   213.52   208.12   207.43     0.80   196.60     1.21   100.00    30.20     1.00    37.53   107.26     0.00     2.78     0.40  3762.60 
  232 2007  1       2.60     2.00     0.00  6634.20    25.20 69062.00 69062.00 24410.80  1830.20   203.85   187.25   148.27     0.84    37.00     1.06   100.00    26.54     5.31    51.97    56.95     0.00     9.65     0.44  6664.00 
  232 2014  2       2.00     0.80     0.00  5079.00    18.20 109523.40 109523.40 22607.20  1037.60   209.83   197.72   186.71     0.81   104.60     1.14   100.00    28.45     1.00    56.73    89.59     0.00     4.66     0.36  5100.00 
  232 2020  3       1.20     0.80     0.00  3777.40     6.00 135229.00 135229.00 20135.60   671.40   213.72   208.03   207.47     0.80   199.60     1.21   100.00    30.20     1.00    62.53   107.30     0.00     2.80     0.40  3785.40 
  233 2007  1       2.80     1.60     0.00  6617.40    24.00 69013.00 69013.00 24432.80  1827.80   203.85   187.36   148.21     0.84    37.00     1.06   100.00    26.54     5.32    76.97    56.92     0.00     9.63     0.44  6645.80 
  233 2014  2       2.40     1.60     0.00  5074.60    20.00 109482.80 109482.80 22562.60  1039.20   209.74   197.77   186.68     0.81   104.40     1.14   100.00    28.45     1.00    81.73    89.56     0.00     4.66     0.36  5098.60 
  233 2020  3       1.20     0.40     0.00  3780.60     8.20 135231.60 135231.60 20118.60   670.40   213.62   208.11   207.47     0.80   199.80     1.21   100.00    30.20     1.00    87.53   107.30     0.00     2.80     0.40  3790.40 
  234 2007  1       2.80     1.60     0.00  6617.40    24.00 69013.00 69013.00 24432.80  1827.80   203.85   187.36   148.21     0.84    37.00     1.06   100.00    26.54     5.32   100.00    56.92     0.00     9.63     0.44  6645.80 
  234 2014  2       2.40     1.60     0.00  5074.60    20.00 109482.80 109482.80 22562.60  1039.20   209.74   197.77   186.68     0.81   104.40     1.14   100.00    28.45     1.00   100.00    89.56     0.00     4.66     0.36  5098.60 
  234 2020  3       1.20     0.40     0.00  3780.60     8.20 135231.60 135231.60 20118.60   670.40   213.62   208.11   207.47     0.80   199.80     1.21   100.00    30.20     1.00   100.00   107.30     0.00     2.80     0.40  3790.40 
  235 2007  1       2.00     1.20     0.00  6505.80    17.00 68202.80 68202.80 24367.60  1847.20   203.64   187.22   147.34     0.84    36.00     1.06   100.00    26.54    30.46     2.95    56.43     0.00     9.57     0.45  6526.00 
  235 2014  2       2.20     0.80     0.00  5046.20    18.00 108631.40 108631.40 22630.60  1034.40   209.38   197.36   185.95     0.81   103.80     1.14   100.00    28.45     1.00     7.67    89.03     0.00     4.66     0.37  5067.20 
  235 2020  3       1.80     1.20     0.00  3785.80     9.00 134528.20 134528.20 20193.20   683.00   213.43   207.73   206.93     0.80   195.00     1.21   100.00    30.20     1.00    13.45   106.85     0.00     2.82     0.40  3797.80 
  236 2007  1       2.60     0.80     0.00  6530.80    31.20 68188.80 68188.80 24478.40  1836.40   203.99   187.25   147.33     0.84    36.20     1.06   100.00    26.54    30.48    26.95    56.42     0.00     9.63     0.45  6565.40 
  236 2014  2       1.40     0.80     0.00  5051.60    19.60 108693.60 108693.60 22595.40  1058.20   210.12   197.48   186.01     0.81   101.60     1.14   100.00    28.45     1.00    31.67    89.07     0.00     4.67     0.36  5073.40 
  236 2020  3       1.40     0.80     0.00  3800.80     9.20 134727.40 134727.40 20287.80   702.80   214.02   207.97   207.09     0.80   190.00     1.21   100.00    30.20     1.00    37.45   106.98     0.00     2.83     0.40  3812.20 
  237 2007  1       1.80     0.40     0.00  6571.80    27.60 68530.20 68530.20 24437.00  1840.60   203.93   187.60   147.69     0.84    36.60     1.06   100.00    26.54    30.43    51.96    56.63     0.00     9.63     0.44  6601.60 
  237 2014  2       2.20     1.20     0.00  5071.80    15.20 109010.80 109010.80 22581.60  1020.80   209.87   197.58   186.28     0.81   105.80     1.14   100.00    28.45     1.00    56.69    89.27     0.00     4.67     0.36  5090.40 
  237 2020  3       0.40     0.00     0.00  3789.80    10.40 134862.40 134862.40 20256.20   700.00   213.90   207.92   207.19     0.80   191.00     1.21   100.00    30.20     1.00    62.48   107.06     0.00     2.82     0.40  3800.60 
  238 2007  1       1.80     0.40     0.00  6571.80    27.60 68530.20 68530.20 24437.00  1840.60   203.93   187.60   147.69     0.84    36.60     1.06   100.00    26.54    30.43    76.96    56.63     0.00     9.63     0.44  6601.60 
  238 2014  2       2.20     1.20     0.00  5071.80    15.20 109010.80 109010.80 22581.60  1020.80   209.87   197.58   186.28     0.81   105.80     1.14   100.00    28.45     1.00    81.69    89.27     0.00     4.67     0.36  5090.40 
  238 2020  3       0.40     0.00     0.00  3789.80    10.40 134862.40 134862.40 20256.20   700.00   213.90   207.92   207.19     0.80   191.00     1.21   100.00    30.20     1.00    87.48   107.06     0.00     2.82     0.40  3800.60 
  239 2007  1       1.80     0.40     0.00  6571.80    27.60 68530.20 68530.20 24437.00  1840.60   203.93   187.60   147.69     0.84    36.60     1.06   100.00    26.54    30.43   100.00    56.63     0.00     9.63     0.44  6601.60 
  239 2014  2       2.20     1.20     0.00  5071.80    15.20 109010.80 109010.80 22581.60  1020.80   209.87   197.58   186.28     0.81   105.80     1.14   100.00    28.45     1.00   100.00    89.27     0.00     4.67     0.36  5090.40 
  239 2020  3       0.40     0.00     0.00  3789.80    10.40 134862.40 134862.40 20256.20   700.00   213.90   207.92   207.19     0.80   191.00     1.21   100.00    30.20     1.00   100.00   107.06     0.00     2.82     0.40  3800.60 
  240 2007  1       2.20     0.40     0.00  6444.80    22.80 67453.20 67453.20 24489.60  1893.80   203.45   187.18   146.53     0.84    35.00     1.06   100.00    26.54    55.59     2.94    55.98     0.00     9.59     0.45  6470.20 
